Transaction_ID,Customer_Name,Email,Age,Join_Date,Product_Category,Price,Quantity,Discount_Percent,Total_Amount,Shipping_State,Customer_Review_Score,Is_Premium_Member
TXN-29094,,charlie@gmail,54,Pending,Electronics,$146.83,6.0,0.15,880.98,TX,3.0,
TXN-56647,bob,alice_at_hotmail.com,44,29-11-2020,Home & Garden,61.28,3.0,0.16,,TX,2.0,1
TXN-75958, john doe ,john@gmail.com,33,02/26/2022,CLOTHING,28.42,5.0,0.11,,New York,2.0,
TXN-17255,,charlie@gmail,48,Pending,Electronics,167.71,2.0,0.24,,TX,1.0,True
TXN-10918,Charlie!,,19,Pending,Home & Garden,244.81,2.0,0.28,,New York,5.0,1
TXN-77576,JANE SMITH,charlie@gmail,25,24-01-2020,CLOTHING,392.96,9.0,0.29,,NY,4.0,0
,Charlie!,alice_at_hotmail.com,70,05-04-2022,elctronics ,337.85,8.0,0.12,,Texas,5.0,False
TXN-65269,dave  ,,48,Unknown,Home_Garden,466.77,2.0,0.3,,Texas,4.0,False
TXN-76563, john doe ,jane@yahoo.com,54,03-03-2021,CLOTHING,218.11,5.0,0.12,,california,2.0,0
TXN-96998,Charlie!,bob@.com,26,19-06-2020,Clothing,216.91 USD,2.0,0.05,21691.0,N.Y.,3.0,
TXN-82054,bob,john@gmail.com,71,09-06-2022,Home_Garden,$381.06,4.0,0.05,1524.24,CA,1.0,True
TXN-23990,bob,charlie@gmail,30,03/29/2022,,489.23,3.0,0.1,,Texas,2.0,N
TXN-97557,,,25,04/18/2022,elctronics ,351.51,1.0,0.13,,,2.0,True
TXN-83749,dave  ,charlie@gmail,80,19-12-2020,Home_Garden,446.82,1.0,0.25,,Texas,3.0,True
TXN-85076,JANE SMITH,charlie@gmail,66,04/22/2020,elctronics ,165.76,4.0,0.02,,california,5.0,False
TXN-92654,Alice_Jones,charlie@gmail,19,,elctronics ,416.66,6.0,0.08,,TX,2.0,Yes
TXN-92975,,john@gmail.com,51,2021-06-19,Home & Garden,212.24,8.0,0.2,,teXas,2.0,No
TXN-51704, john doe ,,45,2022-05-04,Electronics,43.66,2.0,0.09,,california,3.0,Y
TXN-84988,JANE SMITH,bob@.com,25,2021-09-28,Electronics,384.89,4.0,0.0,,TX,5.0,False
TXN-76862,,,78,2022-08-17,Electronics,241.95,5.0,0.28,,N.Y.,5.0,False
TXN-32724,bob,alice_at_hotmail.com,67,Pending,Home_Garden,458.34,1.0,0.27,,teXas,-3.0,Y
TXN-22301,dave  ,alice_at_hotmail.com,79,,Electronics,261.39,1.0,-0.1,,Texas,4.0,True
TXN-87519, john doe ,jane@yahoo.com,48,10/15/2020,Clothing,294.72,9.0,0.11,,teXas,4.0,
TXN-17552, john doe ,bob@.com,64,2020-04-14,Electronics,54.08,7.0,0.28,,,3.0,0
TXN-46977,dave  ,charlie@gmail,79,2020-10-06,Clothing,314.15,1.0,0.25,,,2.0,
,bob,,66,2020-02-19,,110.56,,0.16,,New York,1.0,Yes
TXN-83086,Alice_Jones,jane@yahoo.com,34,2020-07-31,CLOTHING,101.35,5.0,0.3,,NY,3.0,True
TXN-79394,Alice_Jones,alice_at_hotmail.com,68,07/06/2020,Electronics,310.42,7.0,0.27,,,3.0,False
TXN-94268,Charlie!,alice_at_hotmail.com,77,22-09-2022,elctronics ,112.01,10.0,0.03,,,4.0,Y
TXN-85197,Charlie!,charlie@gmail,64,03/07/2021,Electronics,32.34,9.0,0.23,,NY,1.0,0
TXN-26736, john doe ,bob@.com,32,05/06/2022,Home_Garden,86.09,7.0,0.18,,,3.0,Yes
TXN-51705,Charlie!,,70,Unknown,elctronics ,182.16,10.0,0.02,,california,3.0,1
, john doe ,bob@.com,72,05-07-2020,Home & Garden,144.52,2.0,0.19,,teXas,2.0,0
TXN-35061,,,71,Unknown,Home & Garden,253.22,5.0,0.27,,N.Y.,1.0,
TXN-88837,dave  ,john@gmail.com,250,30-04-2022,Home_Garden,448.01,9.0,0.21,,NY,5.0,True
TXN-52355,JANE SMITH,charlie@gmail,67,2022-07-15,,488.31,9.0,0.16,,CA,1.0,1
TXN-52355,Alice_Jones,jane@yahoo.com,22,11/15/2021,CLOTHING,197.86,0.0,0.29,,california,5.0,
TXN-90401,dave  ,alice_at_hotmail.com,65,Pending,Home_Garden,365.13,,0.29,,Texas,5.0,N
TXN-29733,Charlie!,charlie@gmail,21,10/23/2020,CLOTHING,472.27,6.0,0.23,,NY,4.0,N
TXN-57581,Charlie!,john@gmail.com,37,,Electronics,270.4,5.0,0.08,,teXas,3.0,0
TXN-36932,JANE SMITH,john@gmail.com,60,06-10-2020,elctronics ,269.12,10.0,0.17,,teXas,2.0,Yes
TXN-36393,Alice_Jones,alice_at_hotmail.com,twenty,15-08-2020,Clothing,247.49,4.0,0.09,,NY,2.0,Yes
TXN-58949,Charlie!,alice_at_hotmail.com,33,Unknown,CLOTHING,286.39,8.0,0.05,,New York,1.0,True
TXN-73003,JANE SMITH,john@gmail.com,31,08/27/2020,,309.92,10.0,0.19,,TX,3.0,Yes
TXN-12027,dave  ,john@gmail.com,22,11/14/2020,elctronics ,172.18,1.0,0.25,,teXas,4.0,True
TXN-25493,dave  ,alice_at_hotmail.com,34,2022-08-20,Electronics,369.27,7.0,0.01,,california,5.0,True
TXN-22525,dave  ,jane@yahoo.com,80,22-10-2021,Home & Garden,28.16,8.0,0.09,,,1.0,No
TXN-77557,dave  ,charlie@gmail,66,03/27/2021,Home_Garden,Free,3.0,0.21,,,2.0,False
TXN-53310,dave  ,jane@yahoo.com,56,02/17/2022,Electronics,332.52,7.0,0.18,,,5.0,False
TXN-92702,JANE SMITH,,60,2021-05-13,Home & Garden,362.08,4.0,0.02,,CA,4.0,True
TXN-17258,bob,jane@yahoo.com,26,2020-12-21,CLOTHING,228.72,10.0,0.17,,,1.0,0
TXN-34866,,,27,07-03-2022,Clothing,365.56,9.0,0.04,,California,1.0,False
TXN-89810,,charlie@gmail,69,2021-03-15,Electronics,307.49,3.0,0.22,,New York,2.0,1
TXN-41512,Alice_Jones,charlie@gmail,79,24-07-2021,Home_Garden,76.18,4.0,0.11,,Texas,-3.0,N
TXN-69472,Alice_Jones,bob@.com,41,Unknown,CLOTHING,352.08,10.0,0.26,,N.Y.,3.0,
,Charlie!,john@gmail.com,76,2021-03-04,,248.04,6.0,0.08,,New York,4.0,No
TXN-99555,dave  ,charlie@gmail,77,Unknown,Electronics,226.88,1.0,0.06,,New York,4.0,Y
TXN-65670,,,36,2021-07-25,CLOTHING,260.54,-2.0,0.0,,California,1.0,True
TXN-24909, john doe ,charlie@gmail,34,2021-09-05,CLOTHING,304.35,1.0,0.15,,N.Y.,2.0,No
TXN-84739,Charlie!,bob@.com,35,08/15/2022,Home_Garden,38.25,3.0,0.16,,N.Y.,1.0,True
TXN-70234,Alice_Jones,bob@.com,44,2022-06-26,Clothing,397.95,5.0,0.02,,california,2.0,1
TXN-56706,bob,alice_at_hotmail.com,-5,01-08-2022,CLOTHING,139.98,8.0,0.11,,NY,3.0,N
TXN-84828, john doe ,bob@.com,34,06-07-2022,CLOTHING,267.05,10.0,0.18,,CA,1.0,False
TXN-66969,JANE SMITH,bob@.com,N/A,2020-04-28,Electronics,341.76,9.0,0.14,,california,3.0,N
TXN-62372,bob,bob@.com,22,Pending,CLOTHING,340.04,8.0,0.26,,New York,5.0,0
TXN-99050,JANE SMITH,bob@.com,34,2020-11-09,Clothing,166.48,2.0,0.18,,California,4.0,0
,bob,,33,2022-01-02,Clothing,460.05,3.0,,,NY,5.0,N
TXN-66307,JANE SMITH,john@gmail.com,26,2020-10-07,Home & Garden,218.73,1.0,0.23,,NY,5.0,False
TXN-60272,Alice_Jones,john@gmail.com,22,2022-02-04,CLOTHING,478.78,8.0,0.26,,N.Y.,3.0,True
TXN-68289, john doe ,bob@.com,25,02-04-2020,elctronics ,406.08,3.0,0.14,,NY,4.0,False
TXN-47616,Charlie!,charlie@gmail,80,02-04-2021,,101.26,6.0,0.16,,NY,5.0,Yes
TXN-37207,dave  ,,47,2020-08-04,Home & Garden,425.25,9.0,0.23,,Texas,4.0,False
TXN-38508,,john@gmail.com,58,2021-08-31,elctronics ,225.44,4.0,0.18,,CA,1.0,No
TXN-32426,JANE SMITH,,44,12/04/2020,elctronics ,116.66,5.0,0.1,,,5.0,True
TXN-12987,bob,john@gmail.com,30,10/19/2021,Clothing,482.95,10.0,0.16,,Texas,5.0,Y
TXN-28748,JANE SMITH,,,12/15/2020,elctronics ,241.01,8.0,0.03,,,5.0,No
TXN-20895,bob,,64,22-03-2022,Electronics,112.34,4.0,0.26,,NY,2.0,Yes
TXN-45654,bob,john@gmail.com,26,2021-03-05,CLOTHING,115.42,9.0,0.25,,,3.0,False
TXN-66898,,alice_at_hotmail.com,54,05/13/2020,,$465.77,5.0,0.16,2328.85,California,4.0,Y
TXN-62232,bob,bob@.com,36,Pending,Clothing,169.34,6.0,0.04,,CA,3.0,
TXN-50640,dave  ,john@gmail.com,,2020-04-02,CLOTHING,304.66,6.0,0.03,,teXas,,Y
TXN-57376,JANE SMITH,,45,2020-01-29,Home & Garden,,1.0,0.13,,California,3.0,Yes
TXN-34356,Charlie!,alice_at_hotmail.com,59,Pending,CLOTHING,327.56,10.0,0.25,,CA,3.0,N
TXN-76984,,john@gmail.com,78,,Clothing,286.41,9.0,0.17,,teXas,3.0,False
TXN-58972,JANE SMITH,bob@.com,61,03/05/2021,,400.04,8.0,0.28,,N.Y.,5.0,False
TXN-28123,dave  ,john@gmail.com,52,Unknown,Home_Garden,261.43,10.0,0.2,,NY,4.0,Y
TXN-81167,bob,,78,2021-01-23,Clothing,Free,7.0,0.18,,CA,5.0,1
TXN-99830,JANE SMITH,john@gmail.com,22,2020-08-28,elctronics ,326.25 USD,7.0,0.27,2283.75,New York,3.0,True
TXN-56357,dave  ,charlie@gmail,31,,,93.89,3.0,0.27,,NY,3.0,N
TXN-27612,dave  ,bob@.com,80,Unknown,Clothing,118.04,2.0,0.11,,NY,5.0,
TXN-69881,Charlie!,bob@.com,76,,Clothing,386.61,1.0,0.13,,NY,3.0,N
TXN-69933,Alice_Jones,jane@yahoo.com,56,07-04-2021,,31.64,8.0,0.27,,New York,1.0,1
TXN-37663,Alice_Jones,jane@yahoo.com,23,02/05/2022,elctronics ,445.83,0.0,0.01,,california,3.0,Y
TXN-78370,JANE SMITH,,75,Pending,CLOTHING,275.05 USD,8.0,0.15,2200.4,NY,5.0,False
TXN-40627,Charlie!,charlie@gmail,-5,06/03/2021,,47.01,10.0,0.05,,california,4.0,True
TXN-19562,JANE SMITH,john@gmail.com,20,2020-12-31,elctronics ,Free,2.0,0.04,,,5.0,0
TXN-61640, john doe ,charlie@gmail,250,2021-11-17,CLOTHING,22.1,10.0,0.18,,Texas,1.0,0
TXN-17589,Charlie!,john@gmail.com,33,2022-01-17,Home & Garden,169.66,2.0,0.15,,teXas,5.0,False
TXN-49159,Alice_Jones,john@gmail.com,45,08-12-2021,CLOTHING,95.89,5.0,0.18,,california,3.0,N
TXN-18888, john doe ,john@gmail.com,77,2020-02-03,,370.75,3.0,0.24,,CA,1.0,False
TXN-50939,dave  ,john@gmail.com,40,2020-01-04,,214.38,3.0,0.2,,NY,3.0,False
TXN-59109,Charlie!,jane@yahoo.com,-5,2021-05-26,Home_Garden,220.74,8.0,0.21,,New York,3.0,True
TXN-33751,dave  ,jane@yahoo.com,56,11-04-2020,Home & Garden,Free,9.0,0.1,,teXas,1.0,True
TXN-53251,Charlie!,john@gmail.com,46,22-08-2022,,324.02,1.0,0.06,,NY,5.0,No
TXN-96796, john doe ,charlie@gmail,64,02/04/2020,Electronics,323.29,3.0,0.27,,TX,2.0,False
TXN-75218,bob,,71,15-12-2021,Electronics,,7.0,0.05,,California,5.0,True
TXN-20163, john doe ,jane@yahoo.com,36,16-09-2020,Electronics,53.73,8.0,0.26,,TX,3.0,
TXN-11452,Alice_Jones,bob@.com,32,03-04-2021,CLOTHING,182.94,5.0,0.05,,teXas,1.0,Y
TXN-43823, john doe ,alice_at_hotmail.com,80,Pending,Clothing,479.17 USD,1.0,0.29,479.17,California,-3.0,False
TXN-47299,Alice_Jones,alice_at_hotmail.com,29,2020-11-02,Electronics,$107.19,1.0,0.13,107.19,teXas,5.0,0
TXN-34002,bob,charlie@gmail,24,,,339.94,10.0,0.28,,,3.0,0
TXN-10760,,jane@yahoo.com,62,31-03-2021,CLOTHING,164.2 USD,4.0,0.07,656.8,teXas,5.0,No
TXN-42681,,,30,2021-11-01,Home_Garden,497.77,9.0,0.0,,CA,2.0,1
TXN-36362,Charlie!,charlie@gmail,56,2021-06-19,Home_Garden,197.29,2.0,0.13,,New York,1.0,True
TXN-62050,,john@gmail.com,25,03/18/2021,elctronics ,Free,3.0,0.01,,New York,0.0,Yes
TXN-78596, john doe ,john@gmail.com,68,01-08-2020,Home_Garden,183.87,2.0,0.14,,Texas,2.0,False
TXN-75250,Alice_Jones,charlie@gmail,-5,Unknown,Home & Garden,Free,3.0,0.04,,N.Y.,3.0,1
TXN-64400,Alice_Jones,bob@.com,,,Clothing,447.56,2.0,0.27,,Texas,2.0,1
TXN-21885,JANE SMITH,bob@.com,32,2020-07-23,Home & Garden,230.45,10.0,1.5,,New York,2.0,N
TXN-56353,Charlie!,jane@yahoo.com,53,12/10/2020,elctronics ,124.92,10.0,0.11,,NY,4.0,True
TXN-96355,dave  ,john@gmail.com,48,Unknown,Home_Garden,40.29,4.0,500.0,,California,1.0,Yes
TXN-26071,Alice_Jones,,54,,CLOTHING,259.35,3.0,0.21,,california,4.0,True
TXN-96524,bob,jane@yahoo.com,28,01/16/2022,CLOTHING,474.86,-2.0,0.2,,N.Y.,5.0,No
TXN-85249,Charlie!,john@gmail.com,39,2022-02-15,Home & Garden,277.26,6.0,0.0,,,1.0,True
TXN-92695,Alice_Jones,,29,Pending,Clothing,$169.48,10.0,0.25,1694.8,California,1.0,0
TXN-96986,,alice_at_hotmail.com,46,2022-08-24,CLOTHING,121.88,3.0,0.27,,teXas,5.0,Yes
TXN-80533,Alice_Jones,charlie@gmail,51,07/25/2021,Clothing,192.41,2.0,0.05,,,3.0,False
TXN-47978,Alice_Jones,alice_at_hotmail.com,twenty,Unknown,Home_Garden,104.88,6.0,0.18,,NY,1.0,
TXN-19412,dave  ,alice_at_hotmail.com,48,2021-05-03,Electronics,180.02,3.0,0.11,,california,2.0,0
TXN-41552,dave  ,bob@.com,35,21-01-2021,Home & Garden,306.87,3.0,0.06,,california,4.0,False
TXN-73023, john doe ,john@gmail.com,58,,Clothing,19.6,7.0,0.08,,TX,5.0,True
TXN-20591,,charlie@gmail,73,05/10/2020,Clothing,Free,5.0,0.03,,NY,3.0,False
TXN-13981,dave  ,jane@yahoo.com,31,03/12/2022,Home_Garden,397.95,8.0,0.0,,N.Y.,5.0,
TXN-37963,,jane@yahoo.com,55,Unknown,CLOTHING,109.39,3.0,0.04,,CA,3.0,No
TXN-37963,dave  ,bob@.com,55,05/03/2020,Home & Garden,350.61,4.0,0.21,,New York,4.0,True
TXN-71812,Charlie!,,250,Pending,elctronics ,444.04,5.0,0.15,,CA,5.0,1
TXN-55965,JANE SMITH,,25,Unknown,Home_Garden,,9.0,0.14,,N.Y.,2.0,
,dave  ,charlie@gmail,31,,Home & Garden,110.39 USD,2.0,0.23,220.78,teXas,4.0,False
TXN-83185,Charlie!,alice_at_hotmail.com,62,Unknown,,13.05,8.0,0.23,,N.Y.,3.0,0
TXN-69564,Charlie!,bob@.com,61,07/11/2021,CLOTHING,69.1,9.0,0.29,,CA,5.0,False
TXN-97666,bob,alice_at_hotmail.com,19,06/05/2020,Home & Garden,27.61,4.0,0.04,,Texas,10.0,0
TXN-25451,JANE SMITH,charlie@gmail,60,15-09-2021,Clothing,408.97,4.0,0.13,,TX,1.0,No
TXN-45488,bob,jane@yahoo.com,70,12/31/2020,Clothing,409.97,,0.1,,New York,5.0,
TXN-88943,JANE SMITH,jane@yahoo.com,73,Unknown,Clothing,393.15,10.0,0.29,,CA,5.0,Yes
TXN-77618,Charlie!,john@gmail.com,74,01-09-2020,CLOTHING,19.42,1.0,0.3,,TX,4.0,
TXN-66226,Alice_Jones,charlie@gmail,66,2021-08-19,,436.27,2.0,0.21,,,5.0,Y
TXN-25157,,alice_at_hotmail.com,67,,Home_Garden,318.97,3.0,0.15,,california,5.0,0
TXN-50005,JANE SMITH,bob@.com,52,2022-01-02,,149.92,6.0,0.14,,New York,1.0,1
TXN-13968,Alice_Jones,john@gmail.com,58,07/01/2020,Electronics,Free,6.0,0.24,,,2.0,False
,JANE SMITH,bob@.com,33,01-12-2020,Electronics,427.96,9.0,0.01,,TX,3.0,0
TXN-80604,Alice_Jones,alice_at_hotmail.com,31,03-05-2020,,361.82,3.0,0.08,,teXas,1.0,No
TXN-92775,JANE SMITH,bob@.com,30,19-04-2020,Home & Garden,$40.31,10.0,0.21,403.1,NY,5.0,False
TXN-85835,JANE SMITH,jane@yahoo.com,54,Pending,Clothing,301.58,5.0,0.25,,TX,2.0,No
TXN-41274,,bob@.com,48,05/12/2022,CLOTHING,123.85,5.0,0.16,,Texas,4.0,Yes
TXN-78263,dave  ,jane@yahoo.com,54,2021-04-30,,168.36,2.0,0.03,,california,3.0,0
, john doe ,,53,07/02/2021,Home_Garden,268.55,5.0,0.13,,TX,5.0,
TXN-34366,dave  ,charlie@gmail,22,,CLOTHING,239.43,10.0,0.13,,N.Y.,2.0,N
TXN-73316, john doe ,john@gmail.com,,2021-08-25,Clothing,455.09,8.0,0.02,,N.Y.,2.0,
TXN-54888,dave  ,,79,2022-06-25,Clothing,41.24,5.0,0.22,,CA,3.0,False
,Alice_Jones,charlie@gmail,19,06-01-2020,elctronics ,112.66,10.0,0.07,,CA,0.0,True
TXN-16980, john doe ,jane@yahoo.com,57,02-08-2022,CLOTHING,371.47,9.0,0.17,,,4.0,False
TXN-16980,bob,charlie@gmail,75,Pending,Home & Garden,444.75,7.0,0.12,,Texas,5.0,False
TXN-13014,Charlie!,john@gmail.com,43,2020-12-31,Home_Garden,99.9,9.0,0.11,,N.Y.,3.0,1
TXN-53029, john doe ,charlie@gmail,50,09/22/2022,CLOTHING,28.9 USD,4.0,0.16,115.6,teXas,3.0,False
TXN-17782, john doe ,,250,26-04-2020,elctronics ,429.84,7.0,0.21,,teXas,4.0,True
TXN-14960,Charlie!,jane@yahoo.com,59,02-05-2022,Home_Garden,45.33,8.0,0.02,,N.Y.,5.0,0
TXN-20578,JANE SMITH,jane@yahoo.com,22,2022-06-19,Home_Garden,412.55,3.0,0.17,,teXas,3.0,N
TXN-81589,Charlie!,jane@yahoo.com,67,Unknown,,219.15,4.0,1.5,,TX,1.0,0
TXN-29890,Alice_Jones,,250,24-08-2020,Home & Garden,493.62,6.0,0.26,,,4.0,No
TXN-77646,bob,bob@.com,27,03/19/2020,CLOTHING,34.52,10.0,0.21,,TX,3.0,False
TXN-97767,Alice_Jones,bob@.com,52,06-12-2020,CLOTHING,417.97,5.0,0.29,,California,5.0,N
TXN-72613, john doe ,jane@yahoo.com,56,2020-10-16,CLOTHING,303.58,4.0,0.25,,California,1.0,0
TXN-13631, john doe ,alice_at_hotmail.com,250,2022-09-08,elctronics ,451.97,5.0,0.18,,CA,3.0,
TXN-11294,Charlie!,charlie@gmail,23,04/14/2020,CLOTHING,185.25,4.0,0.08,,CA,5.0,False
TXN-78913,,jane@yahoo.com,35,2020-06-05,CLOTHING,28.47,9.0,0.25,,NY,5.0,Y
TXN-95223,JANE SMITH,john@gmail.com,73,19-06-2021,,31.96,1.0,0.02,,TX,1.0,
TXN-48898,Charlie!,alice_at_hotmail.com,61,Unknown,Electronics,226.82,6.0,-0.1,,Texas,2.0,0
TXN-10916,bob,charlie@gmail,50,Pending,elctronics ,239.95,10.0,0.03,,NY,2.0,Yes
TXN-17367,Charlie!,alice_at_hotmail.com,46,Unknown,elctronics ,109.27,6.0,0.19,,New York,1.0,Yes
TXN-26926,,bob@.com,49,Unknown,CLOTHING,376.35,4.0,0.16,,CA,5.0,True
TXN-68911,JANE SMITH,charlie@gmail,49,21-08-2020,Home & Garden,465.54,5.0,0.21,,CA,4.0,False
TXN-24052,,jane@yahoo.com,69,Unknown,Clothing,294.17,10.0,0.12,,california,2.0,
TXN-91373,JANE SMITH,bob@.com,25,20-07-2020,elctronics ,$305.03,9.0,0.29,2745.27,teXas,3.0,1
TXN-67597,dave  ,,twenty,04-02-2020,,400.69,1.0,0.01,,,4.0,1
TXN-98460,,alice_at_hotmail.com,40,03/17/2021,Home_Garden,22.0,6.0,0.01,,California,-3.0,N
TXN-39528,Charlie!,,-5,12/10/2020,CLOTHING,168.61 USD,6.0,0.24,16861.0,Texas,,Y
TXN-24739,Charlie!,john@gmail.com,59,Unknown,Clothing,270.18,9.0,0.26,,california,5.0,1
TXN-77891,bob,bob@.com,70,07/28/2022,CLOTHING,94.24,3.0,0.04,,TX,1.0,True
TXN-67319,JANE SMITH,bob@.com,36,Unknown,Home_Garden,404.84,3.0,0.2,,california,3.0,False
TXN-54358,Alice_Jones,alice_at_hotmail.com,-5,2021-01-18,Clothing,373.05,6.0,0.24,,California,4.0,True
TXN-42359, john doe ,john@gmail.com,27,06-02-2022,Electronics,13.07,1.0,0.29,,teXas,,False
TXN-36540,JANE SMITH,alice_at_hotmail.com,63,19-05-2021,Home & Garden,257.16,8.0,0.07,,Texas,5.0,Y
TXN-92223,dave  ,john@gmail.com,,Unknown,,133.39,5.0,0.06,,TX,2.0,Y
TXN-57643,Charlie!,alice_at_hotmail.com,28,05/31/2022,Home_Garden,294.44,10.0,0.12,,TX,5.0,False
TXN-59605,Alice_Jones,,26,03/29/2020,CLOTHING,135.53,10.0,0.13,,New York,2.0,False
TXN-91884,JANE SMITH,alice_at_hotmail.com,70,Pending,,371.21,6.0,0.11,,Texas,2.0,True
TXN-59541,Charlie!,,46,2020-02-12,Clothing,$322.02,5.0,0.23,1610.1,N.Y.,1.0,False
TXN-99846,Charlie!,charlie@gmail,69,15-12-2021,Clothing,419.37,7.0,0.07,,,-3.0,
TXN-23289,bob,alice_at_hotmail.com,45,10-08-2020,Home_Garden,Free,7.0,0.07,,CA,1.0,
TXN-44879,,alice_at_hotmail.com,59,18-10-2021,Electronics,98.83,10.0,0.25,,Texas,3.0,N
TXN-44879,bob,alice_at_hotmail.com,30,02-07-2022,Clothing,119.69 USD,9.0,0.12,1077.21,CA,3.0,True
TXN-70231,dave  ,john@gmail.com,250,,Clothing,329.32,6.0,0.1,,N.Y.,1.0,
TXN-59908,JANE SMITH,charlie@gmail,79,15-08-2021,Home_Garden,406.84,5.0,0.22,,New York,2.0,True
TXN-81931,bob,,65,08/11/2022,Home_Garden,267.34,4.0,0.15,,teXas,2.0,0
TXN-56705, john doe ,jane@yahoo.com,42,03/14/2020,Home & Garden,39.84,0.0,0.06,,CA,0.0,N
TXN-34837, john doe ,jane@yahoo.com,79,30-04-2022,Home_Garden,121.11,5.0,0.24,,TX,3.0,No
TXN-81061,bob,jane@yahoo.com,45,,Home_Garden,11.3,1.0,0.07,,teXas,5.0,False
TXN-77410,Charlie!,charlie@gmail,40,08/24/2021,CLOTHING,132.27,4.0,0.05,,N.Y.,4.0,N
TXN-78609,Alice_Jones,alice_at_hotmail.com,63,18-01-2022,CLOTHING,74.52,7.0,0.14,,TX,3.0,No
TXN-40933,Alice_Jones,john@gmail.com,67,,CLOTHING,28.31,5.0,0.18,,California,,Yes
TXN-66689,Charlie!,jane@yahoo.com,27,04/27/2021,CLOTHING,491.29,6.0,0.02,,NY,4.0,No
TXN-49504,Charlie!,bob@.com,70,Unknown,Home & Garden,150.68,6.0,0.1,,teXas,1.0,
TXN-17114,Charlie!,alice_at_hotmail.com,72,08/13/2020,Home & Garden,374.67,2.0,0.2,,,3.0,True
,,bob@.com,67,2021-06-21,,290.06,1.0,0.28,,New York,5.0,Y
TXN-87622,dave  ,,34,02/20/2020,Clothing,131.18,1.0,0.23,,California,4.0,False
TXN-95343,Alice_Jones,bob@.com,55,14-12-2021,,260.84,1.0,0.19,,California,1.0,0
TXN-92945,Alice_Jones,,45,05/16/2020,Home_Garden,38.44,9.0,0.13,,N.Y.,2.0,True
TXN-88389,Charlie!,alice_at_hotmail.com,43,02/13/2021,Electronics,$408.07,9.0,0.2,3672.63,New York,5.0,False
TXN-86302,Charlie!,jane@yahoo.com,53,09/06/2021,Home & Garden,,3.0,0.2,,New York,10.0,0
TXN-65395,dave  ,,-5,,,264.11,1.0,0.04,,California,2.0,No
TXN-29504,bob,jane@yahoo.com,55,05/19/2022,Home_Garden,17.57,1.0,0.19,,CA,4.0,1
TXN-94788,dave  ,charlie@gmail,68,2021-02-15,,488.37,2.0,0.24,,California,2.0,No
TXN-77697,Alice_Jones,,64,Pending,Electronics,204.75,9.0,0.25,,New York,1.0,Yes
TXN-71813,Charlie!,charlie@gmail,75,04/15/2022,Clothing,439.18,1.0,0.1,,NY,2.0,0
TXN-86131,Charlie!,,42,Unknown,CLOTHING,443.1,2.0,0.2,,Texas,3.0,0
TXN-90990, john doe ,alice_at_hotmail.com,,,Home_Garden,141.4,5.0,0.14,,TX,1.0,Y
TXN-85392,dave  ,john@gmail.com,21,27-12-2021,Electronics,447.92,9.0,0.01,,CA,5.0,0
TXN-50283,dave  ,charlie@gmail,74,13-09-2020,,492.6,8.0,0.05,,Texas,1.0,True
TXN-88282,Alice_Jones,,52,08/10/2022,Home_Garden,121.88,6.0,0.11,,California,5.0,0
TXN-39254,,,79,21-04-2021,Electronics,90.52,10.0,0.01,,California,1.0,False
,Charlie!,charlie@gmail,66,03/16/2022,Electronics,188.59,4.0,0.26,,CA,1.0,1
,dave  ,john@gmail.com,32,2022-01-13,Home & Garden,20.43,7.0,0.27,,NY,1.0,True
TXN-23016,Alice_Jones,,70,,Home_Garden,314.94,3.0,0.23,,N.Y.,4.0,False
TXN-21873,Charlie!,charlie@gmail,75,09/21/2022,Clothing,207.35,9.0,0.25,,california,3.0,No
TXN-44255, john doe ,jane@yahoo.com,39,02/21/2022,Home_Garden,367.83,3.0,0.26,,NY,5.0,Yes
TXN-88702,Alice_Jones,jane@yahoo.com,36,07/16/2020,Clothing,312.62,4.0,0.12,,California,3.0,
TXN-77954,,john@gmail.com,40,Unknown,Home & Garden,199.76,1.0,0.24,,,2.0,
TXN-43809, john doe ,jane@yahoo.com,60,Pending,,96.57,6.0,0.09,,,5.0,False
TXN-96683,JANE SMITH,bob@.com,21,2020-05-09,Home_Garden,263.91,7.0,0.22,,California,1.0,N
TXN-19553,Alice_Jones,john@gmail.com,21,12/17/2021,elctronics ,Free,6.0,0.08,,CA,5.0,Yes
TXN-55610,,charlie@gmail,71,,elctronics ,431.44,5.0,0.21,,california,1.0,1
TXN-92710, john doe ,alice_at_hotmail.com,57,08/27/2021,,174.33,10.0,0.11,,TX,3.0,False
TXN-86141,,john@gmail.com,66,2021-11-18,Electronics,308.38,10.0,0.1,,New York,2.0,No
TXN-61877,,alice_at_hotmail.com,53,27-12-2021,CLOTHING,423.67,2.0,0.12,,california,2.0,True
TXN-12594,JANE SMITH,bob@.com,77,Unknown,Clothing,290.32,10.0,0.28,,TX,5.0,False
TXN-99624,JANE SMITH,,25,12/04/2021,Home_Garden,172.45,3.0,0.1,,New York,3.0,
TXN-21257,dave  ,john@gmail.com,25,,,171.42,1.0,0.3,,NY,3.0,Yes
TXN-20825,Alice_Jones,,73,03/28/2021,Clothing,120.68,9.0,500.0,,,4.0,0
TXN-11231, john doe ,,48,,CLOTHING,254.19,4.0,0.02,,Texas,4.0,Yes
TXN-77213, john doe ,charlie@gmail,N/A,2020-02-16,Home & Garden,396.52,7.0,0.22,,teXas,2.0,False
